Regulatory Document,Regulation number,file_name,Topic represented by edges in graph
Prohibition of Insider Trading,"regulation ,2015)",c0f4f365995f5e8b4bac10a37ddb2c46.docx,"['promoter', 'plan', 'lacs', 'para', 'group']"
Substantial Acquisition of Shares and Takeovers,regulation  3(2),c162065a59a667f84867d3c6435fdc7c.docx,"['company', 'shares', 'bandra', 'accordance', 'capital']"
Substantial Acquisition of Shares and Takeovers,regulation  28(3),c162065a59a667f84867d3c6435fdc7c.docx,"['company', 'shares', 'secretary', 'warrants', 'promoter']"
Prohibition of Insider Trading,regulation  4(1),c1946c266430414b77e59c2d01cdd6bc.docx,"['shares', 'transaction', 'upsi', 'possession', 'stock']"
Prohibition of Insider Trading,regulation  5),c1946c266430414b77e59c2d01cdd6bc.docx,"['transaction', 'requirement', 'shares', 'directors', 'transactions']"
Substantial Acquisition of Shares and Takeovers,regulation  3(2),c1946c266430414b77e59c2d01cdd6bc.docx,"['shares', 'acquisition', 'disclosure', 'ceiling', 'purchase']"
Substantial Acquisition of Shares and Takeovers,regulation  29(1),c1946c266430414b77e59c2d01cdd6bc.docx,"['shares', 'acquisition', 'disclosure', 'ceiling', 'purchase']"
Listing Obligations and Disclosure Requirements,regulation  16(1),c1946c266430414b77e59c2d01cdd6bc.docx,"['shares', 'acquisition', 'disclosure', 'ceiling', 'purchase']"
Substantial Acquisition of Shares and Takeovers,regulation  10(1),c7aa75d0f5bdee4bdcada42acaee5352.docx,"['company', 'acquisition', 'shares', 'shareholding', 'limited']"
Substantial Acquisition of Shares and Takeovers,regulation  10(5),c7aa75d0f5bdee4bdcada42acaee5352.docx,"['report', 'accordance', 'transfer', 'shares', 'position']"
Substantial Acquisition of Shares and Takeovers,regulation  10(7),c7aa75d0f5bdee4bdcada42acaee5352.docx,"['report', 'accordance', 'transfer', 'shares', 'position']"
Mutual Funds,"regulation ,2012)",ca8c8a953c61395416ca299bf5a818ec.docx,"['notification', 'mutual', 'funds', 'amendment', 'costs']"
Prohibition of Insider Trading,regulation  4),c9393f966c8fa994a977afce16d1ef2f.docx,"['bank', 'portfolio', 'scheme', 'possession', 'management']"
Substantial Acquisition of Shares and Takeovers,regulation  2(1),cb6c47c0382e129a77a82b7aeef2af8c.docx,"['delisting', 'promoters', 'definition', 'pac', 'action']"
Substantial Acquisition of Shares and Takeovers,regulation  2(2),cb6c47c0382e129a77a82b7aeef2af8c.docx,"['delisting', 'promoters', 'definition', 'pac', 'action']"
Substantial Acquisition of Shares and Takeovers,regulation  3(2),cb6c47c0382e129a77a82b7aeef2af8c.docx,"['arrangement', 'shares', 'shareholding', 'ririgq', 'exchange']"
Substantial Acquisition of Shares and Takeovers,regulation  11),cae3571d9890d87f604e4b1f0cc05ecd.docx,"['shareholding', 'letter', 'purpose', 'interpretative', 'promoters']"
Issue of Capital and Disclosure Requirements,regulation  108(2),cddda8558a5e817a09e0793731b34226.docx,"['application', 'company', 'annexure', 'fine', 'listing']"
Issue of Capital and Disclosure Requirements,regulation  112),cddda8558a5e817a09e0793731b34226.docx,"['company', 'approvals', 'listing', 'nse', 'clarification']"
Issue of Capital and Disclosure Requirements,regulation  3),cddda8558a5e817a09e0793731b34226.docx,"['issue', 'issuer', 'shares', 'applicability', 'clause']"
Issue of Capital and Disclosure Requirements,regulation  3(b),cddda8558a5e817a09e0793731b34226.docx,"['issue', 'issuer', 'shares', 'tranche', 'value']"
Issue of Capital and Disclosure Requirements,regulation  108),cddda8558a5e817a09e0793731b34226.docx,"['company', 'shares', 'pune', 'abeyance', 'office']"
Substantial Acquisition of Shares and Takeovers,regulation  9),cddda8558a5e817a09e0793731b34226.docx,"['issue', 'issuer', 'shares', 'rights', 'applicability']"
Debenture Trustees,"regulation ,1993)",cf3a7829b3784ff00520c9a845bc9ba5.docx,"['debenture', 'merchant', 'section', 'trustee', 'boi']"
Debenture Trustees,regulation  2(bb),cf3a7829b3784ff00520c9a845bc9ba5.docx,"['debenture', 'section', 'trustee', 'exchange', 'board']"
Debenture Trustees,regulation  2(ba),cf3a7829b3784ff00520c9a845bc9ba5.docx,"['debenture', 'section', 'company', 'trustee', 'body']"
Substantial Acquisition of Shares and Takeovers,regulation  20(2),cf484e3b73cbb600e42f9b711d32acab.docx,"['offer', 'respect', 'views', 'board', 'aunexure']"
Substantial Acquisition of Shares and Takeovers,regulation  20(1),cf484e3b73cbb600e42f9b711d32acab.docx,"['acquirer', 'announcement', 'offer', 'shares', 'company']"
Substantial Acquisition of Shares and Takeovers,regulation  7(i),cf484e3b73cbb600e42f9b711d32acab.docx,"['offer', 'shares', 'size', 'working', 'company']"
Substantial Acquisition of Shares and Takeovers,regulation  3),cf484e3b73cbb600e42f9b711d32acab.docx,"['offer', 'shares', 'size', 'offers', 'working']"
Substantial Acquisition of Shares and Takeovers,regulation  4),cf484e3b73cbb600e42f9b711d32acab.docx,"['offer', 'shares', 'size', 'offers', 'working']"
Substantial Acquisition of Shares and Takeovers,regulation  7(2),cf484e3b73cbb600e42f9b711d32acab.docx,"['offer', 'shares', 'size', 'target', 'company']"
Substantial Acquisition of Shares and Takeovers,"regulation ,1997(""erstwhile)",cf484e3b73cbb600e42f9b711d32acab.docx,"['shares', 'number', 'erstwhile', 'government', 'andhra']"
Substantial Acquisition of Shares and Takeovers,regulation  25(3),cf484e3b73cbb600e42f9b711d32acab.docx,"['shares', 'offer', 'bidder', 'takeovers', 'number']"
Substantial Acquisition of Shares and Takeovers,"regulation ,2002)",cf484e3b73cbb600e42f9b711d32acab.docx,"['offer', 'shares', 'bidder', 'number', 'committee']"
Substantial Acquisition of Shares and Takeovers,regulation  21(1),cf484e3b73cbb600e42f9b711d32acab.docx,"['offers', 'erstwhile', 'offer', 'bids', 'regulationswe']"
Substantial Acquisition of Shares and Takeovers,regulation  2(1),d00398c3ab21ef7a6cc2efc983dceac0.docx,"['letter', 'oppenheimer', 'guidance', 'baring', 'massmutual']"
Prohibition of Insider Trading,regulation  2(1),d138b95303854506d2e7d0378d3c51c2.docx,"['company', 'persons', 'para', 'query', 'respect']"
Prohibition of Insider Trading,"regulation ,2015()",d138b95303854506d2e7d0378d3c51c2.docx,"['company', 'persons', 'categories', 'reference', 'letter']"
Prohibition of Insider Trading,regulation  9(1),d138b95303854506d2e7d0378d3c51c2.docx,"['persons', 'code', 'employees', 'bonds', 'conduct']"
Delisting of Equity Shares,regulation  24),d19784b46ef868ff226bfca891850c6f.docx,"['bandra', 'india', 'provisions', 'guidance', 'limited']"
Substantial Acquisition of Shares and Takeovers,regulation  24),d19784b46ef868ff226bfca891850c6f.docx,"['management', 'promoters', 'gcl', 'promoter', 'group']"
Substantial Acquisition of Shares and Takeovers,regulation  10(1),d3e7da58c8982c839ce41054103f1cc5.docx,"['company', 'persons', 'acquisition', 'shares', 'equity']"
Substantial Acquisition of Shares and Takeovers,regulation  8),d3e7da58c8982c839ce41054103f1cc5.docx,"['shares', 'price', 'promoter', 'holding', 'execution']"
Substantial Acquisition of Shares and Takeovers,regulation  10),d3e7da58c8982c839ce41054103f1cc5.docx,"['transactions', 'transferor', 'exemption', 'requirements', 'clarification']"
Substantial Acquisition of Shares and Takeovers,"regulation ,2011()",d4e586846c3b9ca3847b7e2eb90bf85e.docx,"['shares', 'applicability', 'lock', 'exchange', 'hands']"
Substantial Acquisition of Shares and Takeovers,"regulation ,2009(icdr)",d4e586846c3b9ca3847b7e2eb90bf85e.docx,"['continuation', 'lock', 'provisions', 'line', 'hands']"
Substantial Acquisition of Shares and Takeovers,regulation  3(2),d4e586846c3b9ca3847b7e2eb90bf85e.docx,"['shares', 'shareholding', 'acquisition', 'person', 'absence']"
Substantial Acquisition of Shares and Takeovers,regulation  3(3),d4e586846c3b9ca3847b7e2eb90bf85e.docx,"['shares', 'shareholding', 'acquisition', 'person', 'absence']"
Substantial Acquisition of Shares and Takeovers,regulation  39),d4e586846c3b9ca3847b7e2eb90bf85e.docx,"['shares', 'gar', 'page', 'restricting', 'iii']"
Issue of Capital and Disclosure Requirements,"regulation ,2009()",d4e586846c3b9ca3847b7e2eb90bf85e.docx,"['continuation', 'lock', 'provisions', 'line', 'hands']"
Issue of Capital and Disclosure Requirements,regulation  39),d4e586846c3b9ca3847b7e2eb90bf85e.docx,"['shares', 'gar', 'page', 'restricting', 'iii']"
Share Based Employee Benefits,regulation  18(1),d5bf837723b7f0280deefdfb49a187a4.docx,"['period', 'buyback', 'esops', 'stock', 'companies']"
Substantial Acquisition of Shares and Takeovers,regulation  11(1),d72a2f5cf78a79afa2b370df89363da0.docx,"['guidance', 'promoters', 'auto', 'provisions', 'way']"
Substantial Acquisition of Shares and Takeovers,"regulation ,2011()",d83e9895247282dd1f09c8dd938d2264.docx,"['products', 'kothari', 'limited', 'substantial', 'acquisition']"
Substantial Acquisition of Shares and Takeovers,regulation  3),d83e9895247282dd1f09c8dd938d2264.docx,"['kothari', 'dmk', 'obligation', 'offer', 'terms']"
Substantial Acquisition of Shares and Takeovers,regulation  10(1),d83e9895247282dd1f09c8dd938d2264.docx,"['threshold', 'percent', 'shares', 'position', 'dmk']"
Substantial Acquisition of Shares and Takeovers,regulation  11(1),d99b67b1dd0203de86a0985d7214a25a.docx,"['letter', 'shares', 'acquisition', 'view', 'issue']"
Substantial Acquisition of Shares and Takeovers,"regulation ,1997()",d99b67b1dd0203de86a0985d7214a25a.docx,"['letter', 'shares', 'acquisition', 'request', 'interpretive']"
Prohibition of Insider Trading,"regulation ,2015(""sebi)",d88c7eb8b71361a69e48a3a187a31166.docx,"['pledging', 'loan', 'agreements', 'entities', 'india']"
Substantial Acquisition of Shares and Takeovers,regulation  3(1),da2f2ef4d424afa1ea16e209b93e4869.docx,"['acquirer', 'offer', 'open', 'company', 'target']"
Substantial Acquisition of Shares and Takeovers,"regulation ,2011)",da2f2ef4d424afa1ea16e209b93e4869.docx,"['offer', 'amendments', 'shares', 'acquisition', 'pac']"
Substantial Acquisition of Shares and Takeovers,regulation  4),da2f2ef4d424afa1ea16e209b93e4869.docx,"['offer', 'acquirer', 'open', 'company', 'target']"
Substantial Acquisition of Shares and Takeovers,regulation  23(1),da2f2ef4d424afa1ea16e209b93e4869.docx,"['offer', 'warrants', 'shares', 'seller', 'acquirer']"
Substantial Acquisition of Shares and Takeovers,regulation  18(11),da2f2ef4d424afa1ea16e209b93e4869.docx,"['offer', 'acquirer', 'period', 'pac', 'company']"
Substantial Acquisition of Shares and Takeovers,regulation  7(6),da2f2ef4d424afa1ea16e209b93e4869.docx,"['acquirer', 'lacs', 'equity', 'shares', 'promoter']"
Substantial Acquisition of Shares and Takeovers,regulation  13(1),da2f2ef4d424afa1ea16e209b93e4869.docx,"['acquirer', 'offer', 'open', 'company', 'target']"
Substantial Acquisition of Shares and Takeovers,regulation  9(1),da2f2ef4d424afa1ea16e209b93e4869.docx,"['shares', 'target', 'equity', 'company', 'shareholding']"
Substantial Acquisition of Shares and Takeovers,regulation  20),da2f2ef4d424afa1ea16e209b93e4869.docx,"['offer', 'provisions', 'terms', 'bid', 'level']"
Substantial Acquisition of Shares and Takeovers,regulation  2),da2f2ef4d424afa1ea16e209b93e4869.docx,"['target', 'company', 'shares', 'calendar', 'clause']"
Substantial Acquisition of Shares and Takeovers,regulation  8(2),da2f2ef4d424afa1ea16e209b93e4869.docx,"['company', 'shares', 'target', 'price', 'terms']"
Substantial Acquisition of Shares and Takeovers,regulation  8),da2f2ef4d424afa1ea16e209b93e4869.docx,"['price', 'acquirer', 'parameters', 'date', 'volume']"
Substantial Acquisition of Shares and Takeovers,regulation  8(9),da2f2ef4d424afa1ea16e209b93e4869.docx,"['price', 'offer', 'parameters', 'company', 'acquirer']"
Substantial Acquisition of Shares and Takeovers,regulation  8(8),da2f2ef4d424afa1ea16e209b93e4869.docx,"['price', 'period', 'company', 'target', 'offer']"
Substantial Acquisition of Shares and Takeovers,regulation  18),da2f2ef4d424afa1ea16e209b93e4869.docx,"['offer', 'open', 'period', 'date', 'price']"
Substantial Acquisition of Shares and Takeovers,regulation  25(1),da2f2ef4d424afa1ea16e209b93e4869.docx,"['acquisition', 'acquirer', 'offer', 'shares', 'resources']"
Substantial Acquisition of Shares and Takeovers,regulation  17),da2f2ef4d424afa1ea16e209b93e4869.docx,"['escrow', 'offer', 'account', 'pac', 'acquirer']"
Substantial Acquisition of Shares and Takeovers,regulation  23),da2f2ef4d424afa1ea16e209b93e4869.docx,"['approvals', 'offer', 'open', 'terms', 'event']"
Substantial Acquisition of Shares and Takeovers,"regulation ,2009)",da2f2ef4d424afa1ea16e209b93e4869.docx,"['acquirer', 'seller', 'limited', 'promoter', 'amendments']"
Substantial Acquisition of Shares and Takeovers,"regulation ,2018)",da2f2ef4d424afa1ea16e209b93e4869.docx,"['limited', 'amendments', 'india', 'net', 'registrar']"
Substantial Acquisition of Shares and Takeovers,"regulation ,2015)",da2f2ef4d424afa1ea16e209b93e4869.docx,"['limited', 'amendments', 'india', 'net', 'registrar']"
Substantial Acquisition of Shares and Takeovers,regulation  10(1),da2f2ef4d424afa1ea16e209b93e4869.docx,"['acquirer', 'seller', 'promoter', 'shares', 'offer']"
Substantial Acquisition of Shares and Takeovers,regulation  7),da2f2ef4d424afa1ea16e209b93e4869.docx,"['equity', 'share', 'capital', 'offer', 'terms']"
Substantial Acquisition of Shares and Takeovers,regulation  1),da2f2ef4d424afa1ea16e209b93e4869.docx,"['target', 'company', 'calendar', 'shares', 'clause']"
Listing Obligations and Disclosure Requirements,regulation  31),da2f2ef4d424afa1ea16e209b93e4869.docx,"['company', 'listing', 'promoter', 'stock', 'exchange']"
Listing Obligations and Disclosure Requirements,"regulation ,2015)",da2f2ef4d424afa1ea16e209b93e4869.docx,"['promoter', 'conditions', 'agarwal', 'shareholding', 'patterns']"
Listing Obligations and Disclosure Requirements,"regulation ,2009)",da2f2ef4d424afa1ea16e209b93e4869.docx,"['limited', 'amendments', 'india', 'net', 'registrar']"
Listing Obligations and Disclosure Requirements,"regulation ,2018)",da2f2ef4d424afa1ea16e209b93e4869.docx,"['limited', 'amendments', 'india', 'net', 'registrar']"
Prohibition of Insider Trading,regulation  2015(),da2f2ef4d424afa1ea16e209b93e4869.docx,"['nil', 'amendment', 'dummy']"
Prohibition of Insider Trading,regulation  2015(pitregulations),da2f2ef4d424afa1ea16e209b93e4869.docx,"['nil', 'amendment', 'dummy']"
Prohibition of Insider Trading,regulation  9(4),da2f2ef4d424afa1ea16e209b93e4869.docx,"['company', 'price', 'employees', 'directors', 'companies']"
Issue of Capital and Disclosure Requirements,regulation  76),da2f2ef4d424afa1ea16e209b93e4869.docx,"['acquirer', 'allotment', 'shares', 'equity', 'price']"
Issue of Capital and Disclosure Requirements,regulation  78(6),da2f2ef4d424afa1ea16e209b93e4869.docx,"['lock', 'issue', 'terms', 'provisions', 'allotment']"
Issue of Capital and Disclosure Requirements,regulation  78),da2f2ef4d424afa1ea16e209b93e4869.docx,"['shares', 'warrants', 'target', 'offer', 'seller']"
Issue of Capital and Disclosure Requirements,regulation  79),da2f2ef4d424afa1ea16e209b93e4869.docx,"['warrants', 'target', 'seller', 'company', 'options']"
Issue of Capital and Disclosure Requirements,"regulation ,2009)",da2f2ef4d424afa1ea16e209b93e4869.docx,"['warrants', 'limited', 'target', 'amendments', 'seller']"
Issue of Capital and Disclosure Requirements,"regulation ,2018)",da2f2ef4d424afa1ea16e209b93e4869.docx,"['limited', 'amendments', 'india', 'net', 'registrar']"
Issue of Capital and Disclosure Requirements,regulation  79(1),da2f2ef4d424afa1ea16e209b93e4869.docx,"['shares', 'equity', 'share', 'options', 'target']"
Delisting of Equity Shares,"regulation ,2011)",da2f2ef4d424afa1ea16e209b93e4869.docx,"['offer', 'acquisition', 'shares', 'price', 'target']"
Substantial Acquisition of Shares and Takeovers,"regulation ,1997(""sebi)",dbafa0652455ebe804e64cb30dce95ca.docx,"['shares', 'piramal', 'transfer', 'morarjee', 'limited']"
Substantial Acquisition of Shares and Takeovers,regulation  6),dbafa0652455ebe804e64cb30dce95ca.docx,"['shares', 'transferors', 'hereinafter', 'transferee', 'change']"
Substantial Acquisition of Shares and Takeovers,regulation  7),dbafa0652455ebe804e64cb30dce95ca.docx,"['shares', 'transferors', 'hereinafter', 'transferee', 'change']"
Substantial Acquisition of Shares and Takeovers,regulation  3(1),dbafa0652455ebe804e64cb30dce95ca.docx,"['shares', 'promoters', 'transferee', 'company', 'target']"
Substantial Acquisition of Shares and Takeovers,regulation  3),dc190c902751a20ca060b8c7b4bf745f.docx,"['para', 'list', 'offer', 'requirement', 'stake']"
Substantial Acquisition of Shares and Takeovers,regulation  10(1),dc190c902751a20ca060b8c7b4bf745f.docx,"['shares', 'transfer', 'limited', 'persons', 'paper']"
Foreign Portfolio Investors,"regulation ,2014(`seb')",dc494c6dc41b4525bf75ac9b18908af6.docx,"['india', 'foreign', 'portfolio', 'ncds', 'companies']"
Foreign Portfolio Investors,"regulation ,2000(the""femaregulations"")",dc494c6dc41b4525bf75ac9b18908af6.docx,"['time', 'india', 'case', 'fema', 'companies']"
Foreign Portfolio Investors,regulation  21(1),dc494c6dc41b4525bf75ac9b18908af6.docx,"['india', 'time', 'view', 'relation', 'corporate']"
Share Based Employee Benefits,"regulation ,2018(""buybackregulations"")",dc88e165e55f848d2cfeafa2c42cf7f2.docx,"['guidance', 'scheme', 'exchange', 'letter', 'informal']"
Share Based Employee Benefits,"regulation 
1)",dc88e165e55f848d2cfeafa2c42cf7f2.docx,"['period', 'buyback', 'shares', 'company', 'stock']"
Share Based Employee Benefits,regulation  18(1),dc88e165e55f848d2cfeafa2c42cf7f2.docx,"['buyback', 'period', 'company', 'shares', 'esops']"
Share Based Employee Benefits,regulation  24(i),dc88e165e55f848d2cfeafa2c42cf7f2.docx,"['buyback', 'company', 'period', 'letter', 'esops']"
Share Based Employee Benefits,"regulation ,2014()",dd470e7a0d4dde897dcd8f2e3beef9d3.docx,"['schemes', 'guidance', 'applicability', 'relation', 'employees']"
Share Based Employee Benefits,regulation  1(4),dd470e7a0d4dde897dcd8f2e3beef9d3.docx,"['company', 'benefits', 'scheme', 'employee', 'conditions']"
Share Based Employee Benefits,regulation  2(1),dd470e7a0d4dde897dcd8f2e3beef9d3.docx,"['company', 'benefits', 'scheme', 'shares', 'employee']"
Issue of Capital and Disclosure Requirements,regulation  76(1),df334dff8a70b236b51459dad4fc8ab2.docx,"['price', 'date', 'issue', 'baroda', 'thirty']"
Issue of Capital and Disclosure Requirements,regulation  78(6),df334dff8a70b236b51459dad4fc8ab2.docx,"['lock', 'date', 'transfer', 'approval', 'letter']"
Substantial Acquisition of Shares and Takeovers,regulation  10(1),df334dff8a70b236b51459dad4fc8ab2.docx,"['company', 'transfer', 'shares', 'promoters', 'terms']"
Substantial Acquisition of Shares and Takeovers,"regulation ,2011)",df334dff8a70b236b51459dad4fc8ab2.docx,"['company', 'transfer', 'shares', 'promoters', 'terms']"
Substantial Acquisition of Shares and Takeovers,regulation  10(1),df44ec1da2213ef051033d36a82090bb.docx,"['scheme', 'limited', 'cash', 'guidance', 'company']"
Substantial Acquisition of Shares and Takeovers,"regulation ,2011("")",df44ec1da2213ef051033d36a82090bb.docx,"['limited', 'guidance', 'tci', 'corporation', 'letter']"
Substantial Acquisition of Shares and Takeovers,regulation  10),df44ec1da2213ef051033d36a82090bb.docx,"['conditions', 'target', 'companies', 'demerged', 'letter']"
Substantial Acquisition of Shares and Takeovers,regulation  3(2),e0bb5c6e1fc97fbbd6581ea60ea920c1.docx,"['shares', 'jhipl', 'fml', 'letter', 'equity']"
Substantial Acquisition of Shares and Takeovers,regulation  10(1),e1812a7dc9fbf5d8295348d3b248acc1.docx,"['persons', 'acquisition', 'shares', 'relatives', 'transfer']"
Substantial Acquisition of Shares and Takeovers,"regulation ,2011)",e1812a7dc9fbf5d8295348d3b248acc1.docx,"['shares', 'compliance', 'chapter', 'way', 'acquisition']"
Substantial Acquisition of Shares and Takeovers,regulation  3),e1812a7dc9fbf5d8295348d3b248acc1.docx,"['persons', 'acquisition', 'company', 'shares', 'control']"
Substantial Acquisition of Shares and Takeovers,regulation  4),e1812a7dc9fbf5d8295348d3b248acc1.docx,"['persons', 'acquisition', 'shares', 'company', 'control']"
Substantial Acquisition of Shares and Takeovers,regulation  5),e1812a7dc9fbf5d8295348d3b248acc1.docx,"['shares', 'acquisition', 'persons', 'voting', 'company']"
Substantial Acquisition of Shares and Takeovers,regulation  10(5),e1812a7dc9fbf5d8295348d3b248acc1.docx,"['compliance', 'chapter', 'ahpl', 'drpl', 'aipl']"
Substantial Acquisition of Shares and Takeovers,regulation  10(6),e1812a7dc9fbf5d8295348d3b248acc1.docx,"['compliance', 'seri', 'dummy']"
Substantial Acquisition of Shares and Takeovers,regulation  10(7),e1812a7dc9fbf5d8295348d3b248acc1.docx,"['compliance', 'irr', 'seri', 'fax', 'dummy']"
Listing Obligations and Disclosure Requirements,regulation  24(1),e28b8bc74bfb5de8bd2642054406cdaf.docx,"['subsidiary', 'entity', 'income', 'director', 'board']"
Substantial Acquisition of Shares and Takeovers,regulation  10(1),e6175bb3433fa4d89ed6735435f047fa.docx,"['request', 'scheme', 'limited', 'group', 'companies']"
Substantial Acquisition of Shares and Takeovers,"regulation ,2011(""sebi)",e6175bb3433fa4d89ed6735435f047fa.docx,"['guidance', 'scheme', 'facts', 'promoter', 'consideration']"
Substantial Acquisition of Shares and Takeovers,regulation  3),e6175bb3433fa4d89ed6735435f047fa.docx,"['scheme', 'request', 'company', 'arrangement', 'group']"
Substantial Acquisition of Shares and Takeovers,regulation  4),e6175bb3433fa4d89ed6735435f047fa.docx,"['scheme', 'request', 'company', 'arrangement', 'group']"
Substantial Acquisition of Shares and Takeovers,regulation  5),e6175bb3433fa4d89ed6735435f047fa.docx,"['scheme', 'request', 'company', 'arrangement', 'group']"
Issue of Capital and Disclosure Requirements,"regulation ,2018(sebi()",eaab9871bbf00a3bd203a110bd0deb96.docx,"['guidance', 'informal', 'issue', 'scheme', 'connection']"
Issue of Capital and Disclosure Requirements,regulation  2018),eaab9871bbf00a3bd203a110bd0deb96.docx,"['exchange', 'issuer', 'stock', 'issue', 'capital']"
Issue of Capital and Disclosure Requirements,regulation  3),eaab9871bbf00a3bd203a110bd0deb96.docx,"['issuer', 'exchange', 'stock', 'definition', 'issue']"
Issue of Capital and Disclosure Requirements,"regulation ,2011(`sebi(sast)",eaab9871bbf00a3bd203a110bd0deb96.docx,"['exchange', 'stock', 'entity', 'shares', 'company']"
Issue of Capital and Disclosure Requirements,regulation  2011),eaab9871bbf00a3bd203a110bd0deb96.docx,"['exchange', 'stock', 'entity', 'shares', 'company']"
Issue of Capital and Disclosure Requirements,regulation  2(1),eaab9871bbf00a3bd203a110bd0deb96.docx,"['exchange', 'stock', 'entity', 'shares', 'company']"
Issue of Capital and Disclosure Requirements,"regulation ,2018)",eaab9871bbf00a3bd203a110bd0deb96.docx,"['exchange', 'stock', 'entity', 'shares', 'company']"
Listing Obligations and Disclosure Requirements,"regulation ,2015)",eaab9871bbf00a3bd203a110bd0deb96.docx,"['stock', 'entity', 'exchange', 'definition', 'listing']"
Substantial Acquisition of Shares and Takeovers,"regulation ,2011(`sebi()",eaab9871bbf00a3bd203a110bd0deb96.docx,"['exchange', 'stock', 'entity', 'shares', 'company']"
Substantial Acquisition of Shares and Takeovers,regulation  2015),eaab9871bbf00a3bd203a110bd0deb96.docx,"['purpose', 'seri', 'calcutta', 'stock', 'provisions']"
Prohibition of Insider Trading,"regulation ,1992)",eb69db194af541caa09261a67be6a832.docx,"['company', 'trust', 'change', 'terms', 'directors']"
Prohibition of Insider Trading,regulation  13(4),eb69db194af541caa09261a67be6a832.docx,"['company', 'change', 'terms', 'trust', 'shares']"
Substantial Acquisition of Shares and Takeovers,regulation  10(1),eb81676af3aa17bec774e8cca136c57b.docx,"['transaction', 'listing', 'shareholders', 'shri', 'exchange']"
Substantial Acquisition of Shares and Takeovers,"regulation ,2011()",eb81676af3aa17bec774e8cca136c57b.docx,"['transaction', 'listing', 'shareholders', 'exchange', 'letter']"
Substantial Acquisition of Shares and Takeovers,regulation  2(1),eb81676af3aa17bec774e8cca136c57b.docx,"['offer', 'shri', 'param', 'ajay', 'mehta']"
Substantial Acquisition of Shares and Takeovers,regulation  4),eb81676af3aa17bec774e8cca136c57b.docx,"['offer', 'shri', 'param', 'ajay', 'mehta']"
Issue of Capital and Disclosure Requirements,regulation  2(1),eb81676af3aa17bec774e8cca136c57b.docx,"['promoter', 'shri', 'ajay', 'mehta', 'offer']"
Issue of Capital and Disclosure Requirements,regulation  2009(),eb81676af3aa17bec774e8cca136c57b.docx,"['promoter', 'shri', 'ajay', 'mehta', 'param']"
Issue of Capital and Disclosure Requirements,regulation  36(b),ebfe01bba20441dee38e616c5aa6521f.docx,"['letter', 'promoters', 'period', 'guidance', 'equity']"
Substantial Acquisition of Shares and Takeovers,regulation  10(1),f035ea97cb43c4a72f07a965471f1518.docx,"['shares', 'company', 'offer', 'companies', 'letter']"
Substantial Acquisition of Shares and Takeovers,"regulation ,2011)",f035ea97cb43c4a72f07a965471f1518.docx,"['shares', 'persons', 'company', 'india', 'equity']"
Substantial Acquisition of Shares and Takeovers,regulation  2(2),f035ea97cb43c4a72f07a965471f1518.docx,"['act', 'company', 'meaning', 'companies', 'expression']"
Substantial Acquisition of Shares and Takeovers,regulation  3),f035ea97cb43c4a72f07a965471f1518.docx,"['company', 'persons', 'equity', 'styrolution', 'shares']"
Prohibition of Insider Trading,regulation  9(4),f0934335e05a4c8b50f7d5edd038563c.docx,"['person', 'shares', 'mrd', 'capacities', 'restrictions']"
Substantial Acquisition of Shares and Takeovers,regulation  10(1),f1c9585878da1dcb2c8e3276c2f64a68.docx,"['letter', 'respect', 'shares', 'para', 'target']"
Substantial Acquisition of Shares and Takeovers,"regulation ,2011(""the)",f1c9585878da1dcb2c8e3276c2f64a68.docx,"['letter', 'exchange', 'transfer', 'shareholding', 'informal']"
Substantial Acquisition of Shares and Takeovers,regulation  2(1),f1c9585878da1dcb2c8e3276c2f64a68.docx,"['spouse', 'person', 'transfers', 'entities', 'continuationsecurities']"
Substantial Acquisition of Shares and Takeovers,regulation  3),f1c9585878da1dcb2c8e3276c2f64a68.docx,"['para', 'representation', 'letters', 'division', 'obligations']"
Listing Obligations and Disclosure Requirements,regulation  46),f222eac63926b4942aa7e2fec87ff88d.docx,"['provisions', 'guidance', 'letter', 'informal', 'hcl']"
Issue of Capital and Disclosure Requirements,regulation  37),f33fbbc565a67919296041e403db5974.docx,"['employees', 'issuer', 'company', 'employee', 'shares']"
Issue of Capital and Disclosure Requirements,regulation  2(1),f33fbbc565a67919296041e403db5974.docx,"['employees', 'issuer', 'lock', 'time', 'person']"
Listing Obligations and Disclosure Requirements,regulation  37),f3605bb36e4625be381c37c311358418.docx,"['arrangement', 'limited', 'scheme', 'letter', 'schemes']"
Listing Obligations and Disclosure Requirements,regulation  2015),f3605bb36e4625be381c37c311358418.docx,"['schemes', 'exchange', 'letter', 'annexure', 'board']"
Substantial Acquisition of Shares and Takeovers,regulation  3(2),f4a5b8fde49fd86c9640aeab4a57e73d.docx,"['promoter', 'limit', 'shares', 'group', 'gift']"
Substantial Acquisition of Shares and Takeovers,regulation  10(5),f4a5b8fde49fd86c9640aeab4a57e73d.docx,"['gift', 'conditions', 'shares', 'reference', 'exchange']"
Substantial Acquisition of Shares and Takeovers,regulation  3(3),f4a5b8fde49fd86c9640aeab4a57e73d.docx,"['acquisition', 'group', 'aforesaid', 'shares', 'promoter']"
Substantial Acquisition of Shares and Takeovers,regulation  10(1),f4a5b8fde49fd86c9640aeab4a57e73d.docx,"['exchange', 'relatives', 'board', 'qualifies', 'exemption']"
